raw name,cleaned name,first_appearance,last_appearance,count,title
Terrence Cowl,Terrence Cowl,2017-02-14,2025-04-03,5,Executive Director
Terrence Hubbard,Terence Hubbard,2015-04-13,2025-04-09,58,Director General
Terrence Wood,Terrence Wood,2018-05-10,2018-05-10,1,"Director General, Major Project Delivery"
Terrence Young,Terence Young,2010-10-05,2015-01-26,26,Member of Parliament
Terri Mcgarry,Terri Mcgarry,2018-10-15,2024-09-18,13,Parliamentary Affairs Advisor
Terri O'neill,Terri Oneill,2019-07-02,2019-07-02,1,Executive Assistant to the Minister
Terrie Romano,Terrie Romano,2015-05-21,2015-05-21,1,"Consul, Economic Affairs Ontario"
Terry Andow,Terry Andow,2010-03-23,2013-02-07,19,Policy Advisor
Terry Audla,Terry Audla,2022-11-16,2022-11-16,1,Regional Director General
Terry Bailey,Terry Bailey,2016-08-22,2016-08-22,1,Policy Advisor
Terry Beach,Terry Beach,2016-11-23,2020-09-03,5,Member of Parliament
Terry Beech,Terry Beech,2015-11-27,2025-02-25,413,Member of Parliament
Terry Campbell,Terry Campbell,2009-04-28,2009-04-28,1,Executive Director
Terry Cowl,Terry Cowl,2022-03-31,2022-03-31,1,"Director, Responsible Business Practices Division"
Terry Dowall,Terry Dowdall,2020-02-04,2020-02-04,1,Member of Parliament
Terry Dowdall,Terry Dowdall,2020-01-28,2025-03-07,168,Member of Parliament
Terry Dowdell,Terry Dowdall,2022-06-02,2022-06-02,1,Member of Parliament
Terry Duguid,Terry Duguid,2015-11-24,2025-06-03,636,Member of Parliament
Terry Falk,Terry Falk,2019-05-16,2019-05-16,1,Member of Parliament
Terry Faubert,Terry Faubert,2024-10-28,2025-01-28,3,Executive Director
Terry Guillon,Terry Guillon,2018-08-09,2024-09-11,7,"Lead, Media Advance"
Terry Harder,Terry Harder,2011-09-08,2011-09-08,1,Assistant Director
Terry Hatton,Terry Hatton,2021-11-22,2024-05-14,10,Director General
Terry Homma,Terry Homma,2013-03-11,2018-12-05,11,Director General
Terry Hubbard,Terry Hubbard,2012-10-18,2025-02-12,59,President
Terry Jamieson,Terry Jamieson,2008-11-27,2016-10-19,6,Vice President
Terry Jeans,Terry Jeans,2024-07-04,2024-08-13,3,Director of Operations
Terry Long,Terry Long,2015-05-15,2015-05-15,1,Parliamentary Assistant
Terry M. Mercer,Terry Mercer,2011-03-03,2022-02-01,29,Senator
Terry Mcauley,Terry Mcauley,2010-05-26,2012-03-05,6,Assistant Commissioner
Terry Mercer,Terry Mercer,2010-09-27,2021-06-02,291,Senator
Terry Miszaniec,Terry Miszaniec,2009-02-05,2009-02-05,1,"Manager, Income Tax Legislative Amendments"
Terry Rudeen,Terry Rudeen,2010-11-02,2010-11-02,1,Special Advisor
Terry Sheehan,Terry Sheehan,2015-12-09,2025-06-05,184,Member of Parliament
Terry Shehan,Terry Sheehan,2018-05-23,2018-05-23,1,Member of Parliament
Terry Speed,Terry Speed,2024-08-14,2024-08-14,1,Canadian Coast Guard
